Name,Position Title,Agency Name,Agency Website,Nomination Date,Renomination,Confirmation Vote,Confirmed,Holdover
"Mader, David",Controller of the Office of Federal Financial Management,Office of Management and Budget,EOP-OMB (http://www.omb.gov),05-05-14,,07/17/2014,1,FALSE
"Giancarlo, J. Christopher",Commissioner,Commodity Futures Trading Commission,CFTC (http://www.cftc.gov),05-05-14,,06-03-14,1,FALSE
"LaFleur, Cheryl Ann",Commissioner (Designated Chairman 7/30/2014),Federal Energy Regulatory Commission,FERC (http://www.ferc.gov),05-05-14,,07/15/2014,1,FALSE
"Burwell, Sylvia Mathews",Secretary of Health and Human Services,Department of Health and Human Services,HHS (http://www.hhs.gov),04-11-14,,06-05-14,1,FALSE
"Toloui, Ramin",Assistant Secretary for International Finance,Department of the Treasury,TREAS (http://www.treasury.gov),04-10-14,,11/20/2014,1,FALSE
"Speer, Robert M.",Assistant Secretary of the Army for Financial Management and Comptroller,Department of the Army,DOD-AR (http://www.army.mil),04-10-14,,11/20/2014,1,FALSE
"Wells, Alice G.",Ambassador to the Hashemite Kingdom of Jordan,Department of State,DOS (http://www.state.gov),04-10-14,,06/16/2014,1,FALSE
"Adams, William D.",Chairperson,National Endowment for the Humanities,NEH (http://www.neh.gov),04-10-14,,07-09-14,1,FALSE
"Stivers, Jonathan Nicholas","Assistant Administrator, Bureau for Asia",United States Agency for International Development,USAID (http://www.usaid.gov),04-10-14,,12/16/2014,1,FALSE
"Kelly, Thomas P.",Ambassador to the Republic of Djibouti,Department of State,DOS (http://www.state.gov),04-07-14,,06/25/2014,1,FALSE
"Tanner, Gordon Owen",General Counsel of the Air Force,Department of the Air Force,DOD-AF (http://www.af.mil),04-07-14,,09/16/2014,1,FALSE
"Lenhardt, Alfonso",Deputy Administrator,United States Agency for International Development,USAID (http://www.usaid.gov),03/31/2014,,09/18/2014,1,FALSE
"Kaye, Elliot Franklin",Chairman,Consumer Product Safety Commission,CPSC (http://www.cpsc.gov),03/31/2014,,07/28/2014,1,FALSE
"Sembler, Elizabeth","Member, Board of Directors ",Corporation for Public Broadcasting,CPB (http://www.cpb.org),03/31/2014,,09-11-14,1,FALSE
"Kaye, Elliot Franklin",Commissioner,Consumer Product Safety Commission,CPSC (http://www.cpsc.gov),03/31/2014,,07/28/2014,1,FALSE
"Davenport, Judith","Member, Board of Directors ",Corporation for Public Broadcasting,CPB (http://www.cpb.org),03/13/2014,,09-11-14,1,FALSE
"Moritsugu, Erika Lizabeth",Assistant Secretary for Congressional and Intergovernmental Relations,Department of Housing and Urban Development,HUD (http://www.hud.gov),03-10-14,,07/30/2014,1,FALSE
"Coloretti, Nani Ann",Deputy Secretary of Housing and Urban Development,Department of Housing and Urban Development,HUD (http://www.hud.gov),03-10-14,,12-02-14,1,FALSE
"Lopez, Estevan",Commissioner of Reclamation,Department of the Interior,DOI (http://www.doi.gov),03-10-14,,12/16/2014,1,FALSE
"Schapiro, Andrew Hirsch",Ambassador to the Czech Republic,Department of State,DOS (http://www.state.gov),03-10-14,,07/23/2014,1,FALSE
"Disbrow, Lisa Stephens",Assistant Secretary of the Air Force for Financial Management,Department of the Air Force,DOD-AF (http://www.af.mil),02/27/2014,,07/24/2014,1,FALSE
"Holleyman II, Robert Walker",Deputy United States Trade Representative,Office of the United States Trade Representative,EOP-USTR (http://www.ustr.gov),02/27/2014,,09/18/2014,1,FALSE
"Kornbluh, Karen Francine",Member,Broadcasting Board of Governors,BBG (http://www.bbg.gov),02/27/2014,,12/16/2014,1,FALSE
"Batta, Todd Allen",Assistant Secretary for Congressional Relations,Department of Agriculture,USDA (http://www.usda.gov),02-12-14,,06-12-14,1,FALSE
"Chu, R. Jane",Chairman,National Endowment for the Arts,NEA (http://www.nea.gov),02-12-14,,06-12-14,1,FALSE
"Taylor, Francis Xavier",Under Secretary for Intelligence and Analysis,Department of Homeland Security,DHS (http://www.dhs.gov),02-12-14,,04-07-14,1,FALSE
"Sheets, David Nathan",Under Secretary for International Affairs,Department of the Treasury,TREAS (http://www.treasury.gov),02-12-14,,09/18/2014,1,FALSE
"Clark, Julia Akins",General Counsel,Federal Labor Relations Authority,FLRA (http://www.flra.gov),02-12-14,,07/23/2014,1,FALSE
"Work, Robert",Deputy Secretary of Defense,Department of Defense,DOD (http://www.defense.gov),02-10-14,,04/30/2014,1,FALSE
"Green, Mark Andrew","Member, Board of Directors",Millennium Challenge Corporation,MCC (http://www.mcc.gov),02-10-14,,05/20/2014,1,FALSE
"McKeon, Brian Patrick",Principal Deputy Under Secretary of Defense (Policy),Department of Defense,DOD (http://www.defense.gov),01/30/2014,,07/28/2014,1,FALSE
"Wormuth, Christine Elizabeth",Under Secretary of Defense for Policy,Department of Defense,DOD (http://www.defense.gov),01/30/2014,,06/19/2014,1,FALSE
"Ballentine, Miranda Alice Anderson","Assistant Secretary of the Air Force for Installations, Environment, and Logistics",Department of the Air Force,DOD-AF (http://www.af.mil),01/30/2014,,09-11-14,1,FALSE
"McCord, Michael John",Under Secretary of Defense (Comptroller),Department of Defense,DOD (http://www.defense.gov),01/30/2014,,06-12-14,1,FALSE
"Brothers, Jr., Louis Reginald",Under Secretary for Science and Technology,Department of Homeland Security,DHS (http://www.dhs.gov),01/30/2014,,04-07-14,1,FALSE
"LeVine, Suzan Gail",Ambassador to the Swiss Confederation,Department of State,DOS (http://www.state.gov),01/30/2014,,05-01-14,1,FALSE
"Ehrlich, Jr., Manuel Herman",Member,Chemical Safety and Hazard Investigation Board,CSHIB (http://www.csb.gov),01/30/2014,,12/16/2014,1,FALSE
"Bay, Norman C.",Commissioner (Designated Chairman),Federal Energy Regulatory Commission,FERC (http://www.ferc.gov),01/30/2014,,07/15/2014,1,FALSE
"Hachigian, Nina Lucine","Representative of the United States to the Association of Southeast Asian Nations, with the Rank of Ambassador",Department of State,DOS (http://www.state.gov),01/16/2014,,09/16/2014,1,FALSE
"Velasquez Aguilar, Gustavo Francisco",Assistant Secretary for Fair Housing and Equal Opportunity,Department of Housing and Urban Development,HUD (http://www.hud.gov),01/16/2014,,06/19/2014,1,FALSE
"Tueller, Matthew",Ambassador to the Republic of Yemen,Department of State,DOS (http://www.state.gov),01/16/2014,,03/27/2014,1,FALSE
"Contreras-Sweet, Maria",Administrator,Small Business Administration,SBA (http://www.sba.gov),01/16/2014,,03/27/2014,1,FALSE
"Powell, Jerome H.","Governor, Board of Governors",Federal Reserve System,FED (http://www.federalreserve.gov),01/16/2014,,06-12-14,1,FALSE
"Fischer, Stanley","Vice Chairman, Board of Governors",Federal Reserve System,FED (http://www.federalreserve.gov),01/13/2014,,06-12-14,1,FALSE
"Fischer, Stanley","Member, Board of Governors",Federal Reserve System,FED (http://www.federalreserve.gov),01/13/2014,,05/21/2014,1,FALSE
"Brainard, Lael","Member, Board of Governors",Federal Reserve System,FED (http://www.federalreserve.gov),01/13/2014,,06-12-14,1,FALSE
"Birx, Deborah Leah",Ambassador at Large and Coordinator of United States Government Activities to Combat HIV/AIDS Globally,Department of State,DOS (http://www.state.gov),01-09-14,,04-02-14,1,FALSE
"Lu, Christopher Pey-ning",Deputy Secretary of Labor,Department of Labor,DOL (http://www.dol.gov),01-09-14,,04-01-14,1,FALSE
"Kempner, Michael Wayne",Member,Broadcasting Board of Governors,BBG (http://www.bbg.gov),01-09-14,,12-12-14,1,FALSE
"Alexander, Paige Eve","Assistant Administrator, Bureau for Middle East",United States Agency for International Development,USAID (http://www.usaid.gov),01-07-14,,12/16/2014,1,FALSE
"Cruden, John C.",Assistant Attorney General for the Environment and Natural Resources Division,Department of Justice,DOJ (http://www.usdoj.gov),01-07-14,,12/16/2014,1,FALSE
"Rodriguez, Leon",Director of the United States Citizenship and Immigration Services,Department of Homeland Security,DHS (http://www.dhs.gov),01-07-14,,06/24/2014,1,FALSE
"Shear, David Bruce",Assistant Secretary of Defense for Asian and Pacific Security Affairs,Department of Defense,DOD (http://www.defense.gov),01-07-14,,07/17/2014,1,FALSE
"Baucus, Max",Ambassador to the People's Republic of China,Department of State,DOS (http://www.state.gov),01-07-14,,02-06-14,1,FALSE
"Vetter, Darci Lynn",Chief Agricultural Negotiator,Office of the United States Trade Representative,EOP-USTR (http://www.ustr.gov),01-07-14,,07-09-14,1,FALSE
"Bowen, Sharon Yvette",Commissioner,Commodity Futures Trading Commission,CFTC (http://www.cftc.gov),01-07-14,,06-03-14,1,FALSE
"McWatters, J. Mark",Member,National Credit Union Administration Board,NCUA (http://www.ncua.gov),01-07-14,,06/19/2014,1,FALSE
"Crocker, Bathsheba Nell",Assistant Secretary for International Organization Affairs,Department of State,DOS (http://www.state.gov),01-06-14,1,09/18/2014,1,FALSE
"Morin, Jamie M.",Director of Cost Assessment and Program Evaluation,Department of Defense,DOD (http://www.defense.gov),01-06-14,1,06/25/2014,1,FALSE
"Carson, Brad Rogers",Under Secretary of the Army,Department of the Army,DOD-AR (http://www.army.mil),01-06-14,1,02-12-14,1,FALSE
"Connor, Michael L.",Deputy Secretary of the Interior,Department of the Interior,DOI (http://www.doi.gov),01-06-14,1,02/27/2014,1,FALSE
"Frank, Richard Gabriel",Assistant Secretary for Planning and Evaluation,Department of Health and Human Services,HHS (http://www.hhs.gov),01-06-14,1,05/22/2014,1,FALSE
"Williams, Ellen D.",Director of the Advanced Research Projects Agency-Energy,Department of Energy,DOEn (http://www.energy.gov),01-06-14,1,12-08-14,1,FALSE
"Weil, David",Administrator of the Wage and Hour Division,Department of Labor,DOL (http://www.dol.gov),01-06-14,1,04/28/2014,1,FALSE
"Lu, Donald",Ambassador to the Republic of Albania,Department of State,DOS (http://www.state.gov),01-06-14,1,11/20/2014,1,FALSE
"Anthony, Steven Joel",Member,Railroad Retirement Board,RRB (http://www.rrb.gov),01-06-14,1,04-09-14,1,FALSE
"Kadzik, Peter J.",Assistant Attorney General for Legislative Affairs,Department of Justice,DOJ (http://www.usdoj.gov),01-06-14,1,06/17/2014,1,FALSE
"Wood, Robert Anthony",Rank of Ambassador during tenure of service as United States Representative to the Conference on Disarmament,Department of State,DOS (http://www.state.gov),01-06-14,1,07/15/2014,1,FALSE
"Novelli, Catherine",United States Alternate Governor,International Bank for Reconstruction and Development [World Bank],IBRD (http://www.worldbank.org),01-06-14,1,02-12-14,1,FALSE
"Radzanowski, David P.",Chief Financial Officer,National Aeronautics and Space Administration,NASA (http://www.nasa.gov),01-06-14,1,09-11-14,1,FALSE
"Murthy, Vivek H.",Surgeon General,Department of Health and Human Services,HHS (http://www.hhs.gov),01-06-14,1,12/15/2014,1,FALSE
"Chacon, Arnold Anthony",Director General of the Foreign Service,Department of State,DOS (http://www.state.gov),01-06-14,1,12-12-14,1,FALSE
"Malinowski, Tomasz Pobog","Assistant Secretary for Democracy, Human Rights and Labor",Department of State,DOS (http://www.state.gov),01-06-14,1,04-02-14,1,FALSE
"Hyde, Dana",Chief Executive Officer,Millennium Challenge Corporation,MCC (http://www.mcc.gov),01-06-14,1,05/20/2014,1,FALSE
"Spaulding, Suzanne Eleanor",Under Secretary for National Protection Programs,Department of Homeland Security,DHS (http://www.dhs.gov),01-06-14,1,03-06-14,1,FALSE
"Welsh, Kelly R.",General Counsel,Department of Commerce,DOC (http://www.commerce.gov),01-06-14,1,03/31/2014,1,FALSE
"Nix Hines, Crystal L","Rank of Ambassador during tenure of service as the United States Permanent Representative to the United Nations Educational, Scientific, and Cultural Organization",United States Mission to the United Nations,USUN (http://www.usunnewyork.usmission.gov),01-06-14,1,06-12-14,1,FALSE
"Kerlikowske, Richard Gil",Commissioner of Customs,Department of Homeland Security,DHS (http://www.dhs.gov),01-06-14,1,03-06-14,1,FALSE
"Thomson, Kathryn Ballow",General Counsel,Department of Transportation,DOT (http://www.dot.gov),01-06-14,1,03/27/2014,1,FALSE
"Croley, Steven P.",General Counsel,Department of Energy,DOEn (http://www.energy.gov),01-06-14,1,05-12-14,1,FALSE
"Carlin, John P.",Assistant Attorney General for National Security,Department of Justice,DOJ (http://www.usdoj.gov),01-06-14,1,04-01-14,1,FALSE
"Hoza, Michael",Ambassador to the Republic of Cameroon,Department of State,DOS (http://www.state.gov),01-06-14,1,07/29/2014,1,FALSE
"Silliman, Douglas Alan",Ambassador to the State of Kuwait,Department of State,DOS (http://www.state.gov),01-06-14,1,07-10-14,1,FALSE
"Gilbert, Mark David",Ambassador to New Zealand and the Independent State of Samoa,Department of State,DOS (http://www.state.gov),01-06-14,1,12-12-14,1,FALSE
"Logan, Vincent Garfield",Special Trustee for American Indians,Department of the Interior,DOI (http://www.doi.gov),01-06-14,1,06/26/2014,1,FALSE
"Handelsman, Jo Emily",Associate Director of the Office of Science and Technology Policy,Office of Science and Technology Policy,EOP-OSTP (http://www.ostp.gov),01-06-14,1,06/26/2014,1,FALSE
"Kumar, Arun Madhavan",Assistant Secretary and Director General of the United States and Foreign Commercial Service,Department of Commerce,DOC (http://www.commerce.gov),01-06-14,1,03/13/2014,1,FALSE
"Rose, Frank Antone",Assistant Secretary of State for Verification and Compliance,Department of State,DOS (http://www.state.gov),01-06-14,1,12/16/2014,1,FALSE
"Bell, Colleen Bradley",Ambassador to Hungary,Department of State,DOS (http://www.state.gov),01-06-14,1,12-02-14,1,FALSE
"Selig, Stefan",Under Secretary for International Trade,Department of Commerce,DOC (http://www.commerce.gov),01-06-14,1,06-04-14,1,FALSE
"Sullivan, Kathryn Dwyer",Under Secretary of Commerce for Oceans and Atmosphere,Department of Commerce,DOC (http://www.commerce.gov),01-06-14,1,03-06-14,1,FALSE
"Akuetteh, Cynthia",Ambassador to the Gabonese Republic,Department of State,DOS (http://www.state.gov),01-06-14,1,07/30/2014,1,FALSE
"Hammer, Michael A.",Ambassador to the Republic of Chile,Department of State,DOS (http://www.state.gov),01-06-14,1,03-06-14,1,FALSE
"Scheinman, Adam M.","Special Representative of the President for Nuclear Nonproliferation, with the rank of Ambassador",Department of State,DOS (http://www.state.gov),01-06-14,1,09/18/2014,1,FALSE
"Creedon, Madelyn Raub","Principal Deputy Administrator, National Nuclear Security Administration",Department of Energy,DOEn (http://www.energy.gov),01-06-14,1,07/23/2014,1,FALSE
"Schneider, Janice Marion",Assistant Secretary for Land and Minerals Management,Department of the Interior,DOI (http://www.doi.gov),01-06-14,1,05-01-14,1,FALSE
"Klotz, Frank G.",Under Secretary for Nuclear Security and Administrator for Nuclear Security of the National Nuclear Security Administration,Department of Energy,DOEn (http://www.energy.gov),01-06-14,1,04-08-14,1,FALSE
"Gottemoeller, Rose Eilene",Under Secretary of State for Arms Control and International Security,Department of State,DOS (http://www.state.gov),01-06-14,1,03-06-14,1,FALSE
"Sherman, Robert Alan",Ambassador to the Portuguese Republic,Department of State,DOS (http://www.state.gov),01-06-14,1,02-12-14,1,FALSE
"Gardner, Anthony Luzzatto","Representative of the United States to the European Union, with the rank of Ambassador",Department of State,DOS (http://www.state.gov),01-06-14,1,02-12-14,1,FALSE
"Lawson, Michael Anderson",Rank of Ambassador during tenure of service as Representative of the United States on the Council of the International Civil Aviation Organization,Department of State,DOS (http://www.state.gov),01-06-14,1,07/21/2014,1,FALSE
"Stanton, Karen",Ambassador to the Democratic Republic of Timor-Leste,Department of State,DOS (http://www.state.gov),01-06-14,1,11/17/2014,1,FALSE
"Orr, Jr., Franklin M.",Under Secretary for Science,Department of Energy,DOEn (http://www.energy.gov),01-06-14,1,12-04-14,1,FALSE
"Williams, Roy Kojo Jawara",Assistant Secretary and Administrator for Economic Development,Department of Commerce,DOC (http://www.commerce.gov),01-06-14,1,05/14/2014,1,FALSE
"Dynan, Karen",Assistant Secretary for Economic Policy,Department of the Treasury,TREAS (http://www.treasury.gov),01-06-14,1,06/26/2014,1,FALSE
"Bush, Dwight L.",Ambassador to the Kingdom of Morocco,Department of State,DOS (http://www.state.gov),01-06-14,1,03/13/2014,1,FALSE
"Childress, Mark Bradley",Ambassador to the United Republic of Tanzania,Department of State,DOS (http://www.state.gov),01-06-14,1,04-07-14,1,FALSE
"Yohannes, Daniel W","Representative of the United States to the Organization for Economic Cooperation and Development, with the rank of Ambassador",Department of State,DOS (http://www.state.gov),01-06-14,1,04-09-14,1,FALSE
"O'Regan, Katherine M.",Assistant Secretary for Policy Development and Research,Department of Housing and Urban Development,HUD (http://www.hud.gov),01-06-14,1,04/28/2014,1,FALSE
"Rivkin, Charles Hammerman",Assistant Secretary for Economic and Business Affairs,Department of State,DOS (http://www.state.gov),01-06-14,1,02-11-14,1,FALSE
"Smith, Daniel Bennett",Assistant Secretary for the Bureau of Intelligence and Research,Department of State,DOS (http://www.state.gov),01-06-14,1,02-12-14,1,FALSE
"Nichols, Brian",Ambassador to the Republic of Peru,Department of State,DOS (http://www.state.gov),01-06-14,1,06/19/2014,1,FALSE
